CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
125,10440022202600125,202600125,2025-09-05,22,22,1,1,1,1,1,8,2025-09-05 16:08:28,2025-09-05 18:08:28,2025-09-05 19:08:28,19.017169022296,82.97999970797987,Incident reported at Shivamogga hotspot.
126,10440010202600126,202600126,2026-01-27,10,10,1,1,1,1,1,4,2026-01-27 07:52:53,2026-01-27 09:52:53,2026-01-27 10:52:53,14.981617719627186,79.02518644924145,Incident reported at Hubballi-Dharwad hotspot.
127,10440004202600127,202600127,2025-08-10,4,4,1,2,2,2,1,2,2025-08-10 07:00:54,2025-08-10 09:00:54,2025-08-10 10:00:54,12.957254311449315,76.99582855226186,Incident reported at Mysuru hotspot.
128,10440028202600128,202600128,2025-08-03,28,28,1,1,1,1,1,10,2025-08-03 21:06:51,2025-08-03 23:06:51,2025-08-04 00:06:51,21.049845444085445,85.0496096447855,Incident reported at Vijayapura hotspot.
129,10440028202600129,202600129,2025-10-03,28,28,1,1,1,1,1,10,2025-10-03 23:02:05,2025-10-04 01:02:05,2025-10-04 02:02:05,20.957326072109964,84.9713154312267,Incident reported at Vijayapura hotspot.
130,10440001202600130,202600130,2026-02-26,1,1,1,1,1,1,1,1,2026-02-26 01:12:35,2026-02-26 03:12:35,2026-02-26 04:12:35,12.948120041475041,77.63792593779937,Incident reported at Bengaluru Urban hotspot.
131,10440004202600131,202600131,2025-07-21,4,4,1,2,2,2,1,2,2025-07-21 10:28:15,2025-07-21 12:28:15,2025-07-21 13:28:15,13.038086417368644,77.03792702424846,Incident reported at Mysuru hotspot.
132,10440022202600132,202600132,2025-09-28,22,22,1,2,2,2,1,8,2025-09-28 06:32:06,2025-09-28 08:32:06,2025-09-28 09:32:06,18.98695270887389,82.96577468323572,Incident reported at Shivamogga hotspot.
133,10440025202600133,202600133,2026-02-26,25,25,1,2,2,2,1,9,2026-02-26 02:37:28,2026-02-26 04:37:28,2026-02-26 05:37:28,20.03337449546398,84.02035399250873,Incident reported at Tumakuru hotspot.
134,10440025202600134,202600134,2025-12-26,25,25,1,2,2,2,1,9,2025-12-26 21:45:14,2025-12-26 23:45:14,2025-12-27 00:45:14,20.011167776572595,84.04872330636314,Incident reported at Tumakuru hotspot.
135,10440001202600135,202600135,2025-12-22,1,1,1,2,2,2,1,1,2025-12-22 06:47:51,2025-12-22 08:47:51,2025-12-22 09:47:51,12.986997631771073,77.54538231071521,Incident reported at Bengaluru Urban hotspot.
136,10440019202600136,202600136,2025-08-29,19,19,1,2,2,2,1,7,2025-08-29 02:17:53,2025-08-29 04:17:53,2025-08-29 05:17:53,18.031710413511547,81.97993787522,Incident reported at Ballari hotspot.
137,10440013202600137,202600137,2025-07-27,13,13,1,1,1,1,1,5,2025-07-27 10:02:30,2025-07-27 12:02:30,2025-07-27 13:02:30,16.016338871496608,80.04389300039271,Incident reported at Belagavi hotspot.
138,10440007202600138,202600138,2026-05-06,7,7,1,1,1,1,1,3,2026-05-06 23:45:04,2026-05-07 01:45:04,2026-05-07 02:45:04,13.963429111439337,77.96154286704191,Incident reported at Mangaluru hotspot.
139,10440016202600139,202600139,2026-02-25,16,16,1,1,1,1,1,6,2026-02-25 19:35:42,2026-02-25 21:35:42,2026-02-25 22:35:42,16.96070359777094,81.00532236408849,Incident reported at Kalaburagi hotspot.
140,10440004202600140,202600140,2025-12-24,4,4,1,2,2,2,1,2,2025-12-24 20:26:18,2025-12-24 22:26:18,2025-12-24 23:26:18,12.977234821231482,77.01048298270302,Incident reported at Mysuru hotspot.
141,10440010202600141,202600141,2026-02-20,10,10,1,2,2,2,1,4,2026-02-20 16:17:08,2026-02-20 18:17:08,2026-02-20 19:17:08,15.02176121871388,78.97035973123275,Incident reported at Hubballi-Dharwad hotspot.
142,10440007202600142,202600142,2026-03-21,7,7,1,1,1,1,1,3,2026-03-21 16:44:48,2026-03-21 18:44:48,2026-03-21 19:44:48,14.013423795888508,77.97639839016304,Incident reported at Mangaluru hotspot.
143,10440004202600143,202600143,2025-09-28,4,4,1,1,1,1,1,2,2025-09-28 18:21:29,2025-09-28 20:21:29,2025-09-28 21:21:29,12.998853185214937,77.04053364910793,Incident reported at Mysuru hotspot.
144,10440001202600144,202600144,2026-05-24,1,1,1,2,2,2,1,1,2026-05-24 09:43:19,2026-05-24 11:43:19,2026-05-24 12:43:19,13.006210371329486,77.55382984677128,Incident reported at Bengaluru Urban hotspot.
145,10440004202600145,202600145,2025-11-08,4,4,1,2,2,2,1,2,2025-11-08 20:28:36,2025-11-08 22:28:36,2025-11-08 23:28:36,12.992357577256373,76.97766802239722,Incident reported at Mysuru hotspot.
146,10440007202600146,202600146,2025-11-28,7,7,1,2,2,2,1,3,2025-11-28 19:43:48,2025-11-28 21:43:48,2025-11-28 22:43:48,13.950354568908779,78.02711192230197,Incident reported at Mangaluru hotspot.
147,10440022202600147,202600147,2026-01-07,22,22,1,1,1,1,1,8,2026-01-07 22:59:54,2026-01-08 00:59:54,2026-01-08 01:59:54,19.01371133773014,82.97619552624343,Incident reported at Shivamogga hotspot.
148,10440004202600148,202600148,2026-03-14,4,4,1,2,2,2,1,2,2026-03-14 03:29:48,2026-03-14 05:29:48,2026-03-14 06:29:48,13.024123090834793,77.00516804211264,Incident reported at Mysuru hotspot.
149,10440001202600149,202600149,2026-06-19,1,1,1,1,1,1,1,1,2026-06-19 21:35:15,2026-06-19 23:35:15,2026-06-20 00:35:15,12.964368691898068,77.54556696996083,Incident reported at Bengaluru Urban hotspot.
150,10440013202600150,202600150,2026-02-07,13,13,1,2,2,2,1,5,2026-02-07 20:46:14,2026-02-07 22:46:14,2026-02-07 23:46:14,15.957524386007377,80.03831063933002,Incident reported at Belagavi hotspot.
151,10440004202600151,202600151,2025-09-29,4,4,1,2,2,2,1,2,2025-09-29 09:59:05,2025-09-29 11:59:05,2025-09-29 12:59:05,13.04039285715599,77.00455902892055,Incident reported at Mysuru hotspot.
152,10440028202600152,202600152,2026-05-12,28,28,1,1,1,1,1,10,2026-05-12 16:51:12,2026-05-12 18:51:12,2026-05-12 19:51:12,21.033459501988602,85.00825095664898,Incident reported at Vijayapura hotspot.
153,10440025202600153,202600153,2026-02-15,25,25,1,1,1,1,1,9,2026-02-15 15:58:49,2026-02-15 17:58:49,2026-02-15 18:58:49,19.964809378556748,83.96274455192821,Incident reported at Tumakuru hotspot.
154,10440007202600154,202600154,2026-01-11,7,7,1,1,1,1,1,3,2026-01-11 07:08:31,2026-01-11 09:08:31,2026-01-11 10:08:31,13.980825834993013,78.03989814887426,Incident reported at Mangaluru hotspot.
155,10440010202600155,202600155,2026-06-23,10,10,1,2,2,2,1,4,2026-06-23 18:41:22,2026-06-23 20:41:22,2026-06-23 21:41:22,15.029612230488803,79.03607025820008,Incident reported at Hubballi-Dharwad hotspot.
156,10440016202600156,202600156,2025-08-12,16,16,1,1,1,1,1,6,2025-08-12 00:33:09,2025-08-12 02:33:09,2025-08-12 03:33:09,17.03989246365265,80.97100765383398,Incident reported at Kalaburagi hotspot.
157,10440001202600157,202600157,2026-06-13,1,1,1,1,1,1,1,1,2026-06-13 21:53:08,2026-06-13 23:53:08,2026-06-14 00:53:08,12.946552973922293,77.55487936216718,Incident reported at Bengaluru Urban hotspot.
158,10440010202600158,202600158,2025-09-07,10,10,1,2,2,2,1,4,2025-09-07 01:34:27,2025-09-07 03:34:27,2025-09-07 04:34:27,15.028011624187144,79.0384134701451,Incident reported at Hubballi-Dharwad hotspot.
159,10440001202600159,202600159,2025-12-23,1,1,1,1,1,1,1,1,2025-12-23 07:36:05,2025-12-23 09:36:05,2025-12-23 10:36:05,12.962237738983212,77.60666615101508,Incident reported at Bengaluru Urban hotspot.
160,10440001202600160,202600160,2026-02-27,1,1,1,2,2,2,1,1,2026-02-27 21:00:35,2026-02-27 23:00:35,2026-02-28 00:00:35,12.937055333833221,77.63758810156936,Incident reported at Bengaluru Urban hotspot.
161,10440028202600161,202600161,2026-04-09,28,28,1,1,1,1,1,10,2026-04-09 19:53:04,2026-04-09 21:53:04,2026-04-09 22:53:04,21.036460569621998,85.0476206032931,Incident reported at Vijayapura hotspot.
162,10440004202600162,202600162,2025-08-16,4,4,1,2,2,2,1,2,2025-08-16 11:59:18,2025-08-16 13:59:18,2025-08-16 14:59:18,13.03107717199404,77.03814162046633,Incident reported at Mysuru hotspot.
163,10440007202600163,202600163,2025-08-15,7,7,1,1,1,1,1,3,2025-08-15 16:11:21,2025-08-15 18:11:21,2025-08-15 19:11:21,13.952478636189818,78.02365644717551,Incident reported at Mangaluru hotspot.
164,10440028202600164,202600164,2025-10-13,28,28,1,1,1,1,1,10,2025-10-13 19:03:14,2025-10-13 21:03:14,2025-10-13 22:03:14,20.983218546794642,85.04308158860484,Incident reported at Vijayapura hotspot.
165,10440007202600165,202600165,2025-07-24,7,7,1,1,1,1,1,3,2025-07-24 20:57:03,2025-07-24 22:57:03,2025-07-24 23:57:03,14.030223513893715,78.03640640283753,Incident reported at Mangaluru hotspot.
166,10440013202600166,202600166,2026-03-25,13,13,1,2,2,2,1,5,2026-03-25 08:29:56,2026-03-25 10:29:56,2026-03-25 11:29:56,16.03107493165744,79.97668057095945,Incident reported at Belagavi hotspot.
167,10440025202600167,202600167,2025-08-27,25,25,1,1,1,1,1,9,2025-08-27 19:57:26,2025-08-27 21:57:26,2025-08-27 22:57:26,20.028737450913546,83.96080956264029,Incident reported at Tumakuru hotspot.
168,10440004202600168,202600168,2026-03-30,4,4,1,2,2,2,1,2,2026-03-30 17:53:02,2026-03-30 19:53:02,2026-03-30 20:53:02,13.037216678290608,77.03585932513379,Incident reported at Mysuru hotspot.
169,10440025202600169,202600169,2025-07-10,25,25,1,2,2,2,1,9,2025-07-10 22:23:37,2025-07-11 00:23:37,2025-07-11 01:23:37,19.972243371754566,84.0316586605597,Incident reported at Tumakuru hotspot.
170,10440010202600170,202600170,2026-02-09,10,10,1,2,2,2,1,4,2026-02-09 18:11:36,2026-02-09 20:11:36,2026-02-09 21:11:36,14.996030323467894,78.98051908673386,Incident reported at Hubballi-Dharwad hotspot.
171,10440013202600171,202600171,2026-06-29,13,13,1,1,1,1,1,5,2026-06-29 08:18:53,2026-06-29 10:18:53,2026-06-29 11:18:53,16.029534549915287,79.97275954874078,Incident reported at Belagavi hotspot.
172,10440022202600172,202600172,2025-08-26,22,22,1,1,1,1,1,8,2025-08-26 17:33:28,2025-08-26 19:33:28,2025-08-26 20:33:28,18.952366443470144,82.96931297883278,Incident reported at Shivamogga hotspot.
173,10440013202600173,202600173,2026-01-26,13,13,1,2,2,2,1,5,2026-01-26 19:16:29,2026-01-26 21:16:29,2026-01-26 22:16:29,15.98282619511977,80.03643529420303,Incident reported at Belagavi hotspot.
174,10440004202600174,202600174,2025-08-12,4,4,1,1,1,1,1,2,2025-08-12 16:32:10,2025-08-12 18:32:10,2025-08-12 19:32:10,13.046688910404836,76.9779124992722,Incident reported at Mysuru hotspot.
175,10440028202600175,202600175,2026-03-07,28,28,1,2,2,2,1,10,2026-03-07 10:36:53,2026-03-07 12:36:53,2026-03-07 13:36:53,21.014148173860765,84.989967838436,Incident reported at Vijayapura hotspot.
176,10440004202600176,202600176,2025-08-09,4,4,1,2,2,2,1,2,2025-08-09 17:23:18,2025-08-09 19:23:18,2025-08-09 20:23:18,13.048114968719826,77.00362157324787,Incident reported at Mysuru hotspot.
177,10440025202600177,202600177,2026-04-30,25,25,1,1,1,1,1,9,2026-04-30 20:24:09,2026-04-30 22:24:09,2026-04-30 23:24:09,20.04392371403247,83.96153417518514,Incident reported at Tumakuru hotspot.
178,10440022202600178,202600178,2025-12-03,22,22,1,1,1,1,1,8,2025-12-03 01:14:55,2025-12-03 03:14:55,2025-12-03 04:14:55,19.047040061102223,82.96785678161724,Incident reported at Shivamogga hotspot.
179,10440016202600179,202600179,2026-01-14,16,16,1,2,2,2,1,6,2026-01-14 05:23:10,2026-01-14 07:23:10,2026-01-14 08:23:10,17.046253431576154,80.9765466362523,Incident reported at Kalaburagi hotspot.
180,10440013202600180,202600180,2026-01-06,13,13,1,2,2,2,1,5,2026-01-06 04:10:13,2026-01-06 06:10:13,2026-01-06 07:10:13,15.960840254721472,79.99345637585647,Incident reported at Belagavi hotspot.
181,10440022202600181,202600181,2025-12-08,22,22,1,1,1,1,1,8,2025-12-08 12:13:34,2025-12-08 14:13:34,2025-12-08 15:13:34,19.022854506065272,82.9813677314195,Incident reported at Shivamogga hotspot.
182,10440004202600182,202600182,2026-03-26,4,4,1,2,2,2,1,2,2026-03-26 00:55:13,2026-03-26 02:55:13,2026-03-26 03:55:13,13.010620885330614,77.00114230596695,Incident reported at Mysuru hotspot.
183,10440028202600183,202600183,2025-11-02,28,28,1,2,2,2,1,10,2025-11-02 23:17:23,2025-11-03 01:17:23,2025-11-03 02:17:23,20.988519543334473,85.00765880434966,Incident reported at Vijayapura hotspot.
184,10440001202600184,202600184,2026-05-03,1,1,1,2,2,2,1,1,2026-05-03 16:38:28,2026-05-03 18:38:28,2026-05-03 19:38:28,12.947072250613859,77.61547852838342,Incident reported at Bengaluru Urban hotspot.
185,10440019202600185,202600185,2025-12-15,19,19,1,1,1,1,1,7,2025-12-15 01:04:54,2025-12-15 03:04:54,2025-12-15 04:04:54,17.950169127821862,82.0425575165499,Incident reported at Ballari hotspot.
186,10440001202600186,202600186,2026-06-11,1,1,1,2,2,2,1,1,2026-06-11 22:10:36,2026-06-12 00:10:36,2026-06-12 01:10:36,12.975445199709279,77.61654299991449,Incident reported at Bengaluru Urban hotspot.
187,10440019202600187,202600187,2026-05-04,19,19,1,2,2,2,1,7,2026-05-04 18:47:57,2026-05-04 20:47:57,2026-05-04 21:47:57,18.02419500778395,82.0170628504433,Incident reported at Ballari hotspot.
188,10440025202600188,202600188,2026-04-28,25,25,1,1,1,1,1,9,2026-04-28 23:37:07,2026-04-29 01:37:07,2026-04-29 02:37:07,19.986422147178125,83.95699738111263,Incident reported at Tumakuru hotspot.
189,10440007202600189,202600189,2026-04-10,7,7,1,2,2,2,1,3,2026-04-10 23:25:03,2026-04-11 01:25:03,2026-04-11 02:25:03,14.016423768491126,77.98302000360425,Incident reported at Mangaluru hotspot.
190,10440007202600190,202600190,2026-01-26,7,7,1,1,1,1,1,3,2026-01-26 03:05:55,2026-01-26 05:05:55,2026-01-26 06:05:55,13.981391564505836,78.03480152795063,Incident reported at Mangaluru hotspot.
191,10440001202600191,202600191,2025-10-03,1,1,1,1,1,1,1,1,2025-10-03 19:50:13,2025-10-03 21:50:13,2025-10-03 22:50:13,12.993575426301396,77.57463222682112,Incident reported at Bengaluru Urban hotspot.
192,10440001202600192,202600192,2025-08-09,1,1,1,2,2,2,1,1,2025-08-09 13:12:57,2025-08-09 15:12:57,2025-08-09 16:12:57,12.952528466220866,77.58543929086193,Incident reported at Bengaluru Urban hotspot.
193,10440004202600193,202600193,2026-02-19,4,4,1,2,2,2,1,2,2026-02-19 18:57:50,2026-02-19 20:57:50,2026-02-19 21:57:50,12.990240038705773,76.97956552025259,Incident reported at Mysuru hotspot.
194,10440025202600194,202600194,2026-02-09,25,25,1,1,1,1,1,9,2026-02-09 07:46:27,2026-02-09 09:46:27,2026-02-09 10:46:27,19.962728779905916,83.99204463337729,Incident reported at Tumakuru hotspot.
195,10440001202600195,202600195,2025-09-25,1,1,1,2,2,2,1,1,2025-09-25 00:20:35,2025-09-25 02:20:35,2025-09-25 03:20:35,13.015636367073018,77.61233179452728,Incident reported at Bengaluru Urban hotspot.
196,10440004202600196,202600196,2025-11-21,4,4,1,1,1,1,1,2,2025-11-21 19:44:38,2025-11-21 21:44:38,2025-11-21 22:44:38,13.040280554573258,77.01155149159514,Incident reported at Mysuru hotspot.
197,10440001202600197,202600197,2025-12-03,1,1,1,1,1,1,1,1,2025-12-03 09:39:58,2025-12-03 11:39:58,2025-12-03 12:39:58,12.951694987456557,77.59939372131358,Incident reported at Bengaluru Urban hotspot.
198,10440022202600198,202600198,2025-10-27,22,22,1,2,2,2,1,8,2025-10-27 13:01:15,2025-10-27 15:01:15,2025-10-27 16:01:15,18.950040593969728,82.97869137168689,Incident reported at Shivamogga hotspot.
199,10440004202600199,202600199,2026-03-24,4,4,1,1,1,1,1,2,2026-03-24 12:58:46,2026-03-24 14:58:46,2026-03-24 15:58:46,12.992988814998984,77.00799847811957,Incident reported at Mysuru hotspot.
200,10440010202600200,202600200,2026-05-19,10,10,1,2,2,2,1,4,2026-05-19 15:12:45,2026-05-19 17:12:45,2026-05-19 18:12:45,15.015470562370307,78.99649881902471,Incident reported at Hubballi-Dharwad hotspot.
201,10440001202600201,202600201,2025-10-23,1,1,1,2,2,2,1,1,2025-10-23 11:25:46,2025-10-23 13:25:46,2025-10-23 14:25:46,12.96581597993048,77.56597014009891,Incident reported at Bengaluru Urban hotspot.
202,10440007202600202,202600202,2026-04-27,7,7,1,1,1,1,1,3,2026-04-27 21:52:24,2026-04-27 23:52:24,2026-04-28 00:52:24,13.997318618590933,78.04011808258282,Incident reported at Mangaluru hotspot.
203,10440013202600203,202600203,2025-11-22,13,13,1,2,2,2,1,5,2025-11-22 16:39:27,2025-11-22 18:39:27,2025-11-22 19:39:27,16.029602476012677,79.9669691396198,Incident reported at Belagavi hotspot.
204,10440001202600204,202600204,2026-01-16,1,1,1,2,2,2,1,1,2026-01-16 15:05:16,2026-01-16 17:05:16,2026-01-16 18:05:16,12.930079553672513,77.59614520099151,Incident reported at Bengaluru Urban hotspot.
205,10440010202600205,202600205,2026-06-01,10,10,1,2,2,2,1,4,2026-06-01 06:49:26,2026-06-01 08:49:26,2026-06-01 09:49:26,15.013294085576579,78.98351882554098,Incident reported at Hubballi-Dharwad hotspot.
206,10440001202600206,202600206,2026-05-16,1,1,1,2,2,2,1,1,2026-05-16 17:05:24,2026-05-16 19:05:24,2026-05-16 20:05:24,13.003442346453667,77.61971381375407,Incident reported at Bengaluru Urban hotspot.
207,10440004202600207,202600207,2026-04-18,4,4,1,2,2,2,1,2,2026-04-18 11:27:18,2026-04-18 13:27:18,2026-04-18 14:27:18,13.017279567055716,76.97246406659973,Incident reported at Mysuru hotspot.
208,10440016202600208,202600208,2026-04-13,16,16,1,2,2,2,1,6,2026-04-13 11:02:48,2026-04-13 13:02:48,2026-04-13 14:02:48,16.969912993272658,80.95244253877269,Incident reported at Kalaburagi hotspot.
209,10440001202600209,202600209,2026-06-30,1,1,1,1,1,1,1,1,2026-06-30 05:12:59,2026-06-30 07:12:59,2026-06-30 08:12:59,12.946084254407836,77.59211363442188,Incident reported at Bengaluru Urban hotspot.
210,10440001202600210,202600210,2025-09-22,1,1,1,1,1,1,1,1,2025-09-22 20:29:36,2025-09-22 22:29:36,2025-09-22 23:29:36,13.006573769462474,77.55188282291846,Incident reported at Bengaluru Urban hotspot.
211,10440016202600211,202600211,2025-12-30,16,16,1,1,1,1,1,6,2025-12-30 17:37:26,2025-12-30 19:37:26,2025-12-30 20:37:26,16.991444101099773,81.01297653807377,Incident reported at Kalaburagi hotspot.
212,10440001202600212,202600212,2025-12-28,1,1,1,2,2,2,1,1,2025-12-28 21:26:35,2025-12-28 23:26:35,2025-12-29 00:26:35,12.941043523673972,77.61423542504905,Incident reported at Bengaluru Urban hotspot.
213,10440001202600213,202600213,2025-12-26,1,1,1,2,2,2,1,1,2025-12-26 10:56:56,2025-12-26 12:56:56,2025-12-26 13:56:56,12.971037716901044,77.56899844395784,Incident reported at Bengaluru Urban hotspot.
214,10440004202600214,202600214,2026-06-05,4,4,1,2,2,2,1,2,2026-06-05 06:56:50,2026-06-05 08:56:50,2026-06-05 09:56:50,13.015605801111178,76.9505544818138,Incident reported at Mysuru hotspot.
215,10440016202600215,202600215,2026-01-31,16,16,1,2,2,2,1,6,2026-01-31 07:56:50,2026-01-31 09:56:50,2026-01-31 10:56:50,17.02509644766185,81.0270046188574,Incident reported at Kalaburagi hotspot.
216,10440028202600216,202600216,2025-10-04,28,28,1,1,1,1,1,10,2025-10-04 18:24:21,2025-10-04 20:24:21,2025-10-04 21:24:21,20.960658729656355,84.99251461939427,Incident reported at Vijayapura hotspot.
217,10440028202600217,202600217,2026-06-06,28,28,1,1,1,1,1,10,2026-06-06 20:49:52,2026-06-06 22:49:52,2026-06-06 23:49:52,20.967588668170652,85.04579660422796,Incident reported at Vijayapura hotspot.
218,10440016202600218,202600218,2026-05-12,16,16,1,1,1,1,1,6,2026-05-12 05:37:07,2026-05-12 07:37:07,2026-05-12 08:37:07,17.001795775044375,80.95502183851407,Incident reported at Kalaburagi hotspot.
219,10440013202600219,202600219,2026-01-25,13,13,1,1,1,1,1,5,2026-01-25 06:10:46,2026-01-25 08:10:46,2026-01-25 09:10:46,15.974919827965998,80.03483363473516,Incident reported at Belagavi hotspot.
220,10440001202600220,202600220,2025-07-02,1,1,1,2,2,2,1,1,2025-07-02 02:54:01,2025-07-02 04:54:01,2025-07-02 05:54:01,12.967246182547017,77.62474166017222,Incident reported at Bengaluru Urban hotspot.
221,10440007202600221,202600221,2025-11-21,7,7,1,1,1,1,1,3,2025-11-21 18:00:05,2025-11-21 20:00:05,2025-11-21 21:00:05,14.016757773258636,78.04878924530665,Incident reported at Mangaluru hotspot.
222,10440001202600222,202600222,2025-08-15,1,1,1,1,1,1,1,1,2025-08-15 19:17:50,2025-08-15 21:17:50,2025-08-15 22:17:50,12.981145231846943,77.63960396084431,Incident reported at Bengaluru Urban hotspot.
223,10440001202600223,202600223,2025-09-15,1,1,1,1,1,1,1,1,2025-09-15 10:33:31,2025-09-15 12:33:31,2025-09-15 13:33:31,13.010742592581044,77.60586523227617,Incident reported at Bengaluru Urban hotspot.
224,10440001202600224,202600224,2026-01-08,1,1,1,2,2,2,1,1,2026-01-08 19:37:51,2026-01-08 21:37:51,2026-01-08 22:37:51,12.993527396127597,77.59507781648244,Incident reported at Bengaluru Urban hotspot.
225,10440025202600225,202600225,2026-01-26,25,25,1,2,2,2,1,9,2026-01-26 20:06:47,2026-01-26 22:06:47,2026-01-26 23:06:47,20.033056916972143,84.00478719506108,Incident reported at Tumakuru hotspot.
226,10440001202600226,202600226,2026-02-22,1,1,1,2,2,2,1,1,2026-02-22 14:46:40,2026-02-22 16:46:40,2026-02-22 17:46:40,13.011320810323326,77.61896554421595,Incident reported at Bengaluru Urban hotspot.
227,10440001202600227,202600227,2026-03-11,1,1,1,2,2,2,1,1,2026-03-11 03:58:45,2026-03-11 05:58:45,2026-03-11 06:58:45,12.969067443682306,77.57051915484651,Incident reported at Bengaluru Urban hotspot.
228,10440022202600228,202600228,2026-06-05,22,22,1,2,2,2,1,8,2026-06-05 16:32:26,2026-06-05 18:32:26,2026-06-05 19:32:26,18.974723973750965,83.01376614367761,Incident reported at Shivamogga hotspot.
229,10440001202600229,202600229,2025-07-05,1,1,1,2,2,2,1,1,2025-07-05 05:47:06,2025-07-05 07:47:06,2025-07-05 08:47:06,12.998181368429718,77.59672998128279,Incident reported at Bengaluru Urban hotspot.
230,10440013202600230,202600230,2025-11-29,13,13,1,2,2,2,1,5,2025-11-29 05:25:03,2025-11-29 07:25:03,2025-11-29 08:25:03,16.01267484369818,79.97745974469176,Incident reported at Belagavi hotspot.
231,10440013202600231,202600231,2025-09-18,13,13,1,1,1,1,1,5,2025-09-18 12:41:51,2025-09-18 14:41:51,2025-09-18 15:41:51,15.957748335386473,79.97857281508631,Incident reported at Belagavi hotspot.
232,10440025202600232,202600232,2026-06-23,25,25,1,2,2,2,1,9,2026-06-23 09:25:34,2026-06-23 11:25:34,2026-06-23 12:25:34,19.977171510708217,83.98197095684188,Incident reported at Tumakuru hotspot.
233,10440007202600233,202600233,2025-09-25,7,7,1,2,2,2,1,3,2025-09-25 02:17:27,2025-09-25 04:17:27,2025-09-25 05:17:27,14.004015222251846,77.96383740615161,Incident reported at Mangaluru hotspot.
234,10440028202600234,202600234,2025-07-14,28,28,1,2,2,2,1,10,2025-07-14 20:03:07,2025-07-14 22:03:07,2025-07-14 23:03:07,20.97312614797282,85.01939498122991,Incident reported at Vijayapura hotspot.
235,10440025202600235,202600235,2026-06-02,25,25,1,1,1,1,1,9,2026-06-02 10:06:57,2026-06-02 12:06:57,2026-06-02 13:06:57,20.020641914169456,83.95642288507139,Incident reported at Tumakuru hotspot.
236,10440016202600236,202600236,2025-12-06,16,16,1,2,2,2,1,6,2025-12-06 05:28:43,2025-12-06 07:28:43,2025-12-06 08:28:43,16.990759936966658,81.0042611140504,Incident reported at Kalaburagi hotspot.
237,10440001202600237,202600237,2025-08-29,1,1,1,1,1,1,1,1,2025-08-29 09:48:44,2025-08-29 11:48:44,2025-08-29 12:48:44,12.963177423410317,77.56528343895144,Incident reported at Bengaluru Urban hotspot.
238,10440028202600238,202600238,2026-01-15,28,28,1,2,2,2,1,10,2026-01-15 12:06:54,2026-01-15 14:06:54,2026-01-15 15:06:54,20.992014351777343,85.04048384783401,Incident reported at Vijayapura hotspot.
239,10440013202600239,202600239,2026-04-10,13,13,1,1,1,1,1,5,2026-04-10 10:09:32,2026-04-10 12:09:32,2026-04-10 13:09:32,16.008407941420423,80.0195522986498,Incident reported at Belagavi hotspot.
240,10440022202600240,202600240,2025-07-27,22,22,1,2,2,2,1,8,2025-07-27 05:26:29,2025-07-27 07:26:29,2025-07-27 08:26:29,19.03567320323039,83.02655945761181,Incident reported at Shivamogga hotspot.
241,10440007202600241,202600241,2026-03-04,7,7,1,2,2,2,1,3,2026-03-04 21:23:18,2026-03-04 23:23:18,2026-03-05 00:23:18,13.988038102892771,77.9505896083584,Incident reported at Mangaluru hotspot.
242,10440001202600242,202600242,2025-07-24,1,1,1,1,1,1,1,1,2025-07-24 15:56:04,2025-07-24 17:56:04,2025-07-24 18:56:04,12.956775880267182,77.61994751250595,Incident reported at Bengaluru Urban hotspot.
243,10440010202600243,202600243,2026-01-02,10,10,1,1,1,1,1,4,2026-01-02 15:11:41,2026-01-02 17:11:41,2026-01-02 18:11:41,15.035344795056911,79.045343033847,Incident reported at Hubballi-Dharwad hotspot.
244,10440013202600244,202600244,2025-11-13,13,13,1,1,1,1,1,5,2025-11-13 01:00:22,2025-11-13 03:00:22,2025-11-13 04:00:22,15.991902128262982,80.0247515668978,Incident reported at Belagavi hotspot.
245,10440028202600245,202600245,2025-07-20,28,28,1,2,2,2,1,10,2025-07-20 17:42:14,2025-07-20 19:42:14,2025-07-20 20:42:14,21.004613230973384,85.01032525889413,Incident reported at Vijayapura hotspot.
246,10440004202600246,202600246,2025-08-06,4,4,1,1,1,1,1,2,2025-08-06 08:43:22,2025-08-06 10:43:22,2025-08-06 11:43:22,12.972053869432381,76.97194216346215,Incident reported at Mysuru hotspot.
247,10440001202600247,202600247,2025-07-15,1,1,1,1,1,1,1,1,2025-07-15 04:39:45,2025-07-15 06:39:45,2025-07-15 07:39:45,12.965183597604664,77.54750248199467,Incident reported at Bengaluru Urban hotspot.
248,10440007202600248,202600248,2026-03-07,7,7,1,1,1,1,1,3,2026-03-07 14:45:10,2026-03-07 16:45:10,2026-03-07 17:45:10,13.983612954369839,78.01791418850283,Incident reported at Mangaluru hotspot.
249,10440001202600249,202600249,2026-05-06,1,1,1,1,1,1,1,1,2026-05-06 04:36:38,2026-05-06 06:36:38,2026-05-06 07:36:38,12.962031666913765,77.56110447312035,Incident reported at Bengaluru Urban hotspot.
250,10440004202600250,202600250,2026-04-23,4,4,1,2,2,2,1,2,2026-04-23 16:42:50,2026-04-23 18:42:50,2026-04-23 19:42:50,12.99673901492323,76.96276277972811,Incident reported at Mysuru hotspot.
